File, Satisfied, Time, Clauses
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0.01seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-s.cnf, SAT, 0seconds, 84
f0020-05-u.cnf, UNSAT, 0.28seconds, 83
f0020-05-u.cnf, UNSAT, 0.29seconds, 83
f0020-05-u.cnf, UNSAT, 0.28seconds, 83
f0020-05-u.cnf, UNSAT, 0.28seconds, 83
f0020-05-u.cnf, UNSAT, 0.28seconds, 83
f0020-05-u.cnf, UNSAT, 0.29seconds, 83
f0020-05-u.cnf, UNSAT, 0.29seconds, 83
f0020-05-u.cnf, UNSAT, 0.28seconds, 83
f0020-05-u.cnf, UNSAT, 0.29seconds, 83
f0020-05-u.cnf, UNSAT, 0.29seconds, 83
f0040-06-u.cnf, UNSAT, 0.54seconds, 167
f0040-06-u.cnf, UNSAT, 0.54seconds, 167
f0040-06-u.cnf, UNSAT, 0.53seconds, 167
f0040-06-u.cnf, UNSAT, 0.54seconds, 167
f0040-06-u.cnf, UNSAT, 0.53seconds, 167
f0040-06-u.cnf, UNSAT, 0.54seconds, 167
f0040-06-u.cnf, UNSAT, 0.54seconds, 167
f0040-06-u.cnf, UNSAT, 0.53seconds, 167
f0040-06-u.cnf, UNSAT, 0.54seconds, 167
f0040-06-u.cnf, UNSAT, 0.54seconds, 167
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0.01seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0020-03-s.cnf, SAT, 0seconds, 84
f0040-05-s.cnf, SAT, 0.01seconds, 168
f0040-05-s.cnf, SAT, 0.01seconds, 168
f0040-05-s.cnf, SAT, 0.01seconds, 168
f0040-05-s.cnf, SAT, 0.01seconds, 168
f0040-05-s.cnf, SAT, 0seconds, 168
f0040-05-s.cnf, SAT, 0.02seconds, 168
f0040-05-s.cnf, SAT, 0seconds, 168
f0040-05-s.cnf, SAT, 0.02seconds, 168
f0040-05-s.cnf, SAT, 0.01seconds, 168
f0040-05-s.cnf, SAT, 0.02seconds, 168
f0020-04-u.cnf, UNSAT, 0.27seconds, 83
f0020-04-u.cnf, UNSAT, 0.27seconds, 83
f0020-04-u.cnf, UNSAT, 0.27seconds, 83
f0020-04-u.cnf, UNSAT, 0.27seconds, 83
f0020-04-u.cnf, UNSAT, 0.27seconds, 83
f0020-04-u.cnf, UNSAT, 0.27seconds, 83
f0020-04-u.cnf, UNSAT, 0.27seconds, 83
f0020-04-u.cnf, UNSAT, 0.28seconds, 83
f0020-04-u.cnf, UNSAT, 0.26seconds, 83
f0020-04-u.cnf, UNSAT, 0.28seconds, 83
f0040-08-s.cnf, SAT, 0.01seconds, 168
f0040-08-s.cnf, SAT, 0.02seconds, 168
f0040-08-s.cnf, SAT, 0.03seconds, 168
f0040-08-s.cnf, SAT, 0.03seconds, 168
f0040-08-s.cnf, SAT, 0seconds, 168
f0040-08-s.cnf, SAT, 0.08seconds, 168
f0040-08-s.cnf, SAT, 0.01seconds, 168
f0040-08-s.cnf, SAT, 0.03seconds, 168
f0040-08-s.cnf, SAT, 0.06seconds, 168
f0040-08-s.cnf, SAT, 0.05seconds, 168
f0020-08-u.cnf, UNSAT, 0.26seconds, 83
f0020-08-u.cnf, UNSAT, 0.26seconds, 83
f0020-08-u.cnf, UNSAT, 0.27seconds, 83
f0020-08-u.cnf, UNSAT, 0.26seconds, 83
f0020-08-u.cnf, UNSAT, 0.27seconds, 83
f0020-08-u.cnf, UNSAT, 0.26seconds, 83
f0020-08-u.cnf, UNSAT, 0.27seconds, 83
f0020-08-u.cnf, UNSAT, 0.26seconds, 83
f0020-08-u.cnf, UNSAT, 0.26seconds, 83
f0020-08-u.cnf, UNSAT, 0.27seconds, 83
f0020-02-u.cnf, UNSAT, 0.27seconds, 83
f0020-02-u.cnf, UNSAT, 0.27seconds, 83
f0020-02-u.cnf, UNSAT, 0.28seconds, 83
f0020-02-u.cnf, UNSAT, 0.28seconds, 83
f0020-02-u.cnf, UNSAT, 0.27seconds, 83
f0020-02-u.cnf, UNSAT, 0.27seconds, 83
f0020-02-u.cnf, UNSAT, 0.28seconds, 83
f0020-02-u.cnf, UNSAT, 0.28seconds, 83
f0020-02-u.cnf, UNSAT, 0.27seconds, 83
f0020-02-u.cnf, UNSAT, 0.28seconds, 83
f0040-03-u.cnf, UNSAT, 0.53seconds, 167
f0040-03-u.cnf, UNSAT, 0.53seconds, 167
f0040-03-u.cnf, UNSAT, 0.54seconds, 167
f0040-03-u.cnf, UNSAT, 0.55seconds, 167
f0040-03-u.cnf, UNSAT, 0.53seconds, 167
f0040-03-u.cnf, UNSAT, 0.54seconds, 167
f0040-03-u.cnf, UNSAT, 0.54seconds, 167
f0040-03-u.cnf, UNSAT, 0.54seconds, 167
f0040-03-u.cnf, UNSAT, 0.54seconds, 167
f0040-03-u.cnf, UNSAT, 0.54seconds, 167
f0020-01-s.cnf, SAT, 0.01seconds, 84
f0020-01-s.cnf, SAT, 0seconds, 84
f0020-01-s.cnf, SAT, 0seconds, 84
f0020-01-s.cnf, SAT, 0seconds, 84
f0020-01-s.cnf, SAT, 0.01seconds, 84
f0020-01-s.cnf, SAT, 0seconds, 84
f0020-01-s.cnf, SAT, 0seconds, 84
f0020-01-s.cnf, SAT, 0seconds, 84
f0020-01-s.cnf, SAT, 0seconds, 84
f0020-01-s.cnf, SAT, 0.01seconds, 84
f0020-01-u.cnf, UNSAT, 0.27seconds, 83
f0020-01-u.cnf, UNSAT, 0.28seconds, 83
f0020-01-u.cnf, UNSAT, 0.27seconds, 83
f0020-01-u.cnf, UNSAT, 0.27seconds, 83
f0020-01-u.cnf, UNSAT, 0.27seconds, 83
f0020-01-u.cnf, UNSAT, 0.27seconds, 83
f0020-01-u.cnf, UNSAT, 0.26seconds, 83
f0020-01-u.cnf, UNSAT, 0.28seconds, 83
f0020-01-u.cnf, UNSAT, 0.27seconds, 83
f0020-01-u.cnf, UNSAT, 0.27seconds, 83
f0040-07-s.cnf, SAT, 0.02seconds, 168
f0040-07-s.cnf, SAT, 0.01seconds, 168
f0040-07-s.cnf, SAT, 0.04seconds, 168
f0040-07-s.cnf, SAT, 0.06seconds, 168
f0040-07-s.cnf, SAT, 0.01seconds, 168
f0040-07-s.cnf, SAT, 0.01seconds, 168
f0040-07-s.cnf, SAT, 0.02seconds, 168
f0040-07-s.cnf, SAT, 0.03seconds, 168
f0040-07-s.cnf, SAT, 0.01seconds, 168
f0040-07-s.cnf, SAT, 0.04seconds, 168
f0040-02-u.cnf, UNSAT, 0.56seconds, 167
f0040-02-u.cnf, UNSAT, 0.56seconds, 167
f0040-02-u.cnf, UNSAT, 0.56seconds, 167
f0040-02-u.cnf, UNSAT, 0.56seconds, 167
f0040-02-u.cnf, UNSAT, 0.55seconds, 167
f0040-02-u.cnf, UNSAT, 0.56seconds, 167
f0040-02-u.cnf, UNSAT, 0.57seconds, 167
f0040-02-u.cnf, UNSAT, 0.55seconds, 167
f0040-02-u.cnf, UNSAT, 0.56seconds, 167
f0040-02-u.cnf, UNSAT, 0.55seconds, 167
f0040-02-s.cnf, SAT, 0.05seconds, 168
f0040-02-s.cnf, SAT, 0.01seconds, 168
f0040-02-s.cnf, SAT, 0seconds, 168
f0040-02-s.cnf, SAT, 0.02seconds, 168
f0040-02-s.cnf, SAT, 0.05seconds, 168
f0040-02-s.cnf, SAT, 0seconds, 168
f0040-02-s.cnf, SAT, 0seconds, 168
f0040-02-s.cnf, SAT, 0.03seconds, 168
